ensembl_transcript_id	refseq_id
ENSMUST00000076623	NM_178407
ENSMUST00000109045	NM_001256480
ENSMUST00000022699	NM_008115
ENSMUST00000022699	NM_001302094
ENSMUST00000227697	NM_001302095
ENSMUST00000109002	NM_001242944
ENSMUST00000043237	NM_178111
ENSMUST00000042702	NM_026546
ENSMUST00000029833	NM_028938
ENSMUST00000133925	NM_009353
ENSMUST00000068388	NM_001286200
ENSMUST00000116425	NM_001083118
ENSMUST00000101085	NM_001291037
ENSMUST00000101085	NM_001291036
ENSMUST00000101085	NM_001291035
ENSMUST00000059775	NM_001164077
ENSMUST00000059775	NM_009372
ENSMUST00000109020	NM_001033123
ENSMUST00000072777	NM_010441
ENSMUST00000159699	NM_001347170
ENSMUST00000079080	NM_001291034
ENSMUST00000079080	NM_011841
ENSMUST00000108714	NM_001291033
ENSMUST00000109012	NM_001164689
ENSMUST00000138157	NM_172673
ENSMUST00000108949	NM_001177407
ENSMUST00000064783	NM_029568
ENSMUST00000109018	NM_001177405
ENSMUST00000109008	NM_001177543
ENSMUST00000166395	NM_001164075
ENSMUST00000114764	NM_001290320
ENSMUST00000110136	NM_001355652
ENSMUST00000110136	NM_001291051
ENSMUST00000110136	NM_001291050
ENSMUST00000110136	NM_001291052
ENSMUST00000110136	NM_027096
ENSMUST00000043126	NM_001242558
ENSMUST00000043126	NM_019825
ENSMUST00000099009	NM_001305136
ENSMUST00000136719	NM_001305137
ENSMUST00000211206	NM_001347560
ENSMUST00000118283	NM_001164074
ENSMUST00000038859	NM_001164050
ENSMUST00000035985	NM_001033312
ENSMUST00000119954	NM_029078
ENSMUST00000172229	NM_001164076
ENSMUST00000122097	NM_001101804
ENSMUST00000170704	NM_001170705
ENSMUST00000108990	NM_001099349
ENSMUST00000016703	NM_008211
ENSMUST00000108981	NM_001099327
ENSMUST00000114753	NM_013935
ENSMUST00000084418	NM_001357705
ENSMUST00000084418	NM_028308
ENSMUST00000108985	NM_001242943
ENSMUST00000091429	NM_001012396
ENSMUST00000118012	NM_001205057
ENSMUST00000054716	NM_175497
ENSMUST00000099007	NM_001305133
ENSMUST00000099007	NM_001305132
ENSMUST00000149854	NM_001355648
ENSMUST00000032376	NM_144799
ENSMUST00000099691	NM_001146100
ENSMUST00000110142	NM_001355649
ENSMUST00000110142	NM_001355650
ENSMUST00000110142	NM_001355651
ENSMUST00000110142	NM_028802
ENSMUST00000110142	NM_001042672
ENSMUST00000105690	NM_001164049
ENSMUST00000035043	NM_028768
ENSMUST00000185524	NM_001166138
ENSMUST00000100497	NM_007393
ENSMUST00000118704	NM_001164051
ENSMUST00000108952	NM_001177568
ENSMUST00000105688	NM_008840
ENSMUST00000105689	NM_001164052
ENSMUST00000127206	NM_009061
ENSMUST00000005826	NM_026444
ENSMUST00000177654	NM_001029837
ENSMUST00000119838	NM_001243903
ENSMUST00000108942	NM_001324422
ENSMUST00000108939	NM_001024849
ENSMUST00000117085	NM_133722
ENSMUST00000030773	NM_020570
ENSMUST00000108934	NM_183135
ENSMUST00000064187	NM_001313983
ENSMUST00000103139	NM_178060
ENSMUST00000100635	NM_001162926
ENSMUST00000108932	NM_001282028
ENSMUST00000108930	NM_001190302
ENSMUST00000064941	NM_145434
ENSMUST00000108925	NM_001177400
ENSMUST00000108926	NM_001177399
ENSMUST00000108924	NM_001162922
ENSMUST00000042740	NM_178259
ENSMUST00000073948	NM_001104632
ENSMUST00000031565	NM_007984
ENSMUST00000109552	NM_145452
ENSMUST00000024492	NM_025988
ENSMUST00000053063	NM_138753
ENSMUST00000024757	NM_001357997
ENSMUST00000024757	NM_199016
ENSMUST00000143137	NM_001357996
ENSMUST00000172199	NM_001104634
ENSMUST00000163607	NM_001104635
ENSMUST00000062530	NM_001130516
ENSMUST00000062530	NM_001130515
ENSMUST00000062530	NM_027658
ENSMUST00000022030	NM_023243
ENSMUST00000169695	NM_138660
ENSMUST00000021116	NM_172569
ENSMUST00000106452	NM_001286006
ENSMUST00000057633	NM_020503
ENSMUST00000116238	NM_010438
ENSMUST00000061891	NM_001358260
ENSMUST00000061891	NM_001358261
ENSMUST00000110132	NM_028637
ENSMUST00000037915	NM_028722
ENSMUST00000028826	NM_007694
ENSMUST00000058210	NM_007945
ENSMUST00000100841	NM_001271589
ENSMUST00000100841	NM_001271595
ENSMUST00000100841	NM_001271587
ENSMUST00000108910	NM_011323
ENSMUST00000082209	NM_001077499
ENSMUST00000111878	NM_001271588
ENSMUST00000099915	NM_001011758
ENSMUST00000054201	NM_146586
ENSMUST00000102634	NM_147015
ENSMUST00000055840	NM_146580
ENSMUST00000054736	NM_146589
ENSMUST00000056408	NM_146587
ENSMUST00000099912	NM_001005230
ENSMUST00000056718	NM_146584
ENSMUST00000047627	NM_028487
ENSMUST00000029135	NM_019811
ENSMUST00000091236	NM_001122963
ENSMUST00000045694	NM_027279
ENSMUST00000111490	NM_001355132
ENSMUST00000029131	NM_144786
ENSMUST00000060847	NM_001356365
ENSMUST00000060847	NM_175525
ENSMUST00000079691	NM_008180
ENSMUST00000130881	NM_001291111
ENSMUST00000040828	NM_207105
ENSMUST00000027777	NM_007415
ENSMUST00000109845	NM_001146309
ENSMUST00000043211	NM_001081040
ENSMUST00000170808	NM_001104637
ENSMUST00000020769	NM_001146308
ENSMUST00000172391	NM_001104638
ENSMUST00000102928	NM_013810
ENSMUST00000075095	NM_001104639
ENSMUST00000162046	NM_001104641
ENSMUST00000143219	NM_008850
ENSMUST00000170153	NM_001168253
ENSMUST00000060807	NM_134087
ENSMUST00000080698	NM_001011774
ENSMUST00000128727	NM_001310504
ENSMUST00000088244	NM_001004365
ENSMUST00000085073	NM_026338
ENSMUST00000042286	NM_001077698
ENSMUST00000107027	NM_019679
ENSMUST00000020703	NM_008068
ENSMUST00000155218	NM_001099641
ENSMUST00000050630	NM_178652
ENSMUST00000022327	NM_011918
ENSMUST00000069538	NM_172706
ENSMUST00000159584	NM_177006
ENSMUST00000075036	NM_001009573
ENSMUST00000039554	NM_001356442
ENSMUST00000039554	NM_175113
ENSMUST00000035177	NM_053159
ENSMUST00000090040	NM_001039074
ENSMUST00000163075	NM_001146687
ENSMUST00000021323	NM_001254724
ENSMUST00000022328	NM_001039071
ENSMUST00000103076	NM_177801
ENSMUST00000064098	NM_001039072
ENSMUST00000228044	NM_001039073
ENSMUST00000227819	NM_001039075
ENSMUST00000105327	NM_001293647
ENSMUST00000105327	NM_008844
ENSMUST00000031414	NM_028227
ENSMUST00000113572	NM_001145920
ENSMUST00000113572	NM_001271630
ENSMUST00000074628	NM_016852
ENSMUST00000045469	NM_001293646
ENSMUST00000162878	NM_001271631
ENSMUST00000022330	NM_001039076
ENSMUST00000111765	NM_001289543
ENSMUST00000111765	NM_001289544
ENSMUST00000060204	NM_146759
ENSMUST00000082191	NM_001011852
ENSMUST00000113571	NM_001271627
ENSMUST00000113571	NM_009820
ENSMUST00000113571	NM_001146038
ENSMUST00000056849	NM_146588
ENSMUST00000050942	NM_001011759
ENSMUST00000062166	NM_146579
ENSMUST00000214546	NM_146578
ENSMUST00000004140	NM_010358
ENSMUST00000006286	NM_008916
ENSMUST00000120301	NM_145519
ENSMUST00000028831	NM_001291054
ENSMUST00000066559	NM_025676
ENSMUST00000027498	NM_021537
ENSMUST00000213496	NM_001011872
ENSMUST00000164985	NM_207142
ENSMUST00000099911	NM_001011532
ENSMUST00000021324	NM_016896
ENSMUST00000032895	NM_001130479
ENSMUST00000149775	NM_147013
ENSMUST00000099910	NM_001011784
ENSMUST00000099909	NM_207561
ENSMUST00000032238	NM_019917
ENSMUST00000078752	NM_001205369
ENSMUST00000078752	NM_001205371
ENSMUST00000193254	NM_146226
ENSMUST00000035700	NM_145621
ENSMUST00000109681	NM_177033
ENSMUST00000089912	NM_177054
ENSMUST00000100968	NM_001104642
ENSMUST00000089915	NM_199038
ENSMUST00000047947	NM_177910
ENSMUST00000110586	NM_001205370
ENSMUST00000028835	NM_001024385
ENSMUST00000035214	NM_013785
ENSMUST00000124836	NM_025646
ENSMUST00000048568	NM_026597
ENSMUST00000051950	NM_009125
ENSMUST00000151288	NM_001357747
ENSMUST00000151288	NM_001033219
ENSMUST00000035216	NM_023738
ENSMUST00000041272	NM_183034
ENSMUST00000132607	NM_001168255
ENSMUST00000061723	NM_146446
ENSMUST00000107024	NM_001205236
ENSMUST00000041385	NM_133715
ENSMUST00000043839	NM_172647
ENSMUST00000092557	NM_183288
ENSMUST00000079749	NM_026057
ENSMUST00000112880	NM_001302440
ENSMUST00000057540	NM_001302439
ENSMUST00000086310	NM_001306127
ENSMUST00000049787	NM_177303
ENSMUST00000122426	NM_001306126
ENSMUST00000040308	NM_008507
ENSMUST00000118580	NM_001306128
ENSMUST00000053263	NM_145987
ENSMUST00000215624	NM_001011777
ENSMUST00000099907	NM_146577
ENSMUST00000041059	NM_001163452
ENSMUST00000099906	NM_147011
ENSMUST00000038280	NM_198029
ENSMUST00000099905	NM_146583
ENSMUST00000049348	NM_011634
ENSMUST00000103140	NM_019828
ENSMUST00000099904	NM_147017
ENSMUST00000099902	NM_146582
ENSMUST00000099901	NM_147012
ENSMUST00000099900	NM_147014
ENSMUST00000028836	NM_007553
ENSMUST00000092995	NM_001085378
ENSMUST00000099899	NM_147016
ENSMUST00000178140	NM_001214911
ENSMUST00000099898	NM_207562
ENSMUST00000028704	NM_010403
ENSMUST00000054746	NM_147010
ENSMUST00000167262	NM_001033434
ENSMUST00000085060	NM_177275
ENSMUST00000067632	NM_178802
ENSMUST00000192561	NM_001103182
ENSMUST00000107014	NM_001356472
ENSMUST00000021328	NM_027083
ENSMUST00000113055	NM_015756
ENSMUST00000106441	NM_172570
ENSMUST00000021120	NM_001205081
ENSMUST00000038228	NM_029148
ENSMUST00000035211	NM_008243
ENSMUST00000057870	NM_001033212
ENSMUST00000053498	NM_080561
ENSMUST00000200607	NM_207110
ENSMUST00000106439	NM_024177
ENSMUST00000035208	NM_007567
ENSMUST00000021329	NM_019650
ENSMUST00000018630	NM_011719
ENSMUST00000000127	NM_009521
ENSMUST00000113054	NM_001077595
ENSMUST00000035842	NM_178045
ENSMUST00000113051	NM_001077596
ENSMUST00000040833	NM_145537
ENSMUST00000104936	NM_008545
ENSMUST00000178241	NM_145980
ENSMUST00000178241	NM_001166580
ENSMUST00000064166	NM_173365
ENSMUST00000017288	NM_028810
ENSMUST00000039926	NM_008748
ENSMUST00000070028	NM_199158
ENSMUST00000061328	NM_175270
ENSMUST00000190456	NM_027844
ENSMUST00000025253	NM_001199044
ENSMUST00000025253	NM_020027
ENSMUST00000036647	NM_212450
ENSMUST00000187512	NM_023860
ENSMUST00000110578	NM_001290992
ENSMUST00000110578	NM_001290991
ENSMUST00000107046	NM_001163187
ENSMUST00000107479	NM_001080925
ENSMUST00000103031	NM_172571
ENSMUST00000131552	NM_019677
ENSMUST00000110116	NM_001145830
ENSMUST00000107045	NM_001163186
ENSMUST00000029140	NM_011171
ENSMUST00000089017	NM_207636
ENSMUST00000037480	NM_197940
ENSMUST00000029141	NM_010808
ENSMUST00000097942	NM_001037822
ENSMUST00000029143	NM_027788
ENSMUST00000031029	NM_153680
ENSMUST00000184502	NM_008199
ENSMUST00000029142	NM_010579
ENSMUST00000049861	NM_001359235
ENSMUST00000049861	NM_001045482
ENSMUST00000165318	NM_021326
ENSMUST00000102767	NM_001355604
ENSMUST00000102767	NM_001355607
ENSMUST00000102767	NM_001355606
ENSMUST00000102767	NM_030243
ENSMUST00000102767	NM_001141981
ENSMUST00000165313	NM_001141982
ENSMUST00000162355	NM_001311152
ENSMUST00000112711	NM_016718
ENSMUST00000035244	NM_001347432
ENSMUST00000188274	NM_015808
ENSMUST00000061403	NM_015809
ENSMUST00000178267	NM_032543
ENSMUST00000031574	NM_177880
ENSMUST00000107047	NM_001163182
ENSMUST00000103075	NM_008740
ENSMUST00000102657	NM_013717
ENSMUST00000079176	NM_013746
ENSMUST00000027874	NM_011345
ENSMUST00000059223	NM_177265
ENSMUST00000084412	NM_001347542
ENSMUST00000096418	NM_001081067
ENSMUST00000199592	NM_001081381
ENSMUST00000057921	NM_001304574
ENSMUST00000063347	NM_007477
ENSMUST00000093925	NM_007762
ENSMUST00000093925	NM_001313928
ENSMUST00000093925	NM_001313929
ENSMUST00000107000	NM_199019
ENSMUST00000059448	NM_001082535
ENSMUST00000107044	NM_001163184
ENSMUST00000107044	NM_001163185
ENSMUST00000107043	NM_001291336
ENSMUST00000116287	NM_001163183
ENSMUST00000040655	NM_010378
ENSMUST00000075477	NM_007617
ENSMUST00000151120	NM_009983
ENSMUST00000005749	NM_009431
ENSMUST00000110109	NM_001355154
ENSMUST00000110109	NM_013829
ENSMUST00000077693	NM_010122
ENSMUST00000114603	NM_001127356
ENSMUST00000166769	NM_001127355
ENSMUST00000102960	NM_011484
ENSMUST00000114590	NM_175311
ENSMUST00000031562	NM_001177901
ENSMUST00000081527	NM_019484
ENSMUST00000053306	NM_001081147
ENSMUST00000098971	NM_001166666
ENSMUST00000124482	NM_025301
ENSMUST00000078482	NM_001162943
ENSMUST00000042666	NM_001136237
ENSMUST00000167859	NM_028092
ENSMUST00000167859	NM_028051
ENSMUST00000014642	NM_172790
ENSMUST00000054622	NM_001001882
ENSMUST00000078757	NM_001177703
ENSMUST00000026439	NM_027257
ENSMUST00000063004	NM_016922
ENSMUST00000092706	NM_001025779
ENSMUST00000109981	NM_001177691
ENSMUST00000162387	NM_001281516
ENSMUST00000038661	NM_001013780
ENSMUST00000052724	NM_145077
ENSMUST00000093937	NM_011799
ENSMUST00000109636	NM_001355442
ENSMUST00000109636	NM_001355441
ENSMUST00000109636	NM_018888
ENSMUST00000079421	NM_001355704
ENSMUST00000079421	NM_007829
ENSMUST00000170075	NM_001199733
ENSMUST00000036450	NM_145531
ENSMUST00000028668	NM_144545
ENSMUST00000043094	NM_001007552
ENSMUST00000043094	NM_010584
ENSMUST00000108814	NM_001166665
ENSMUST00000048608	NM_001166668
ENSMUST00000108815	NM_001166667
ENSMUST00000021130	NM_027107
ENSMUST00000070761	NM_181061
ENSMUST00000022227	NM_021790
ENSMUST00000085733	NM_029048
ENSMUST00000160502	NM_001310757
ENSMUST00000022226	NM_172807
ENSMUST00000192047	NM_001164059
ENSMUST00000074733	NM_001009818
ENSMUST00000202308	NM_001310671
ENSMUST00000201421	NM_001310669
ENSMUST00000027871	NM_011346
ENSMUST00000077485	NM_001289590
ENSMUST00000077485	NM_177681
ENSMUST00000032591	NM_001289589
ENSMUST00000029105	NM_144894
ENSMUST00000161448	NM_017467
ENSMUST00000108807	NM_001048148
ENSMUST00000048077	NM_023684
ENSMUST00000111611	NM_001039482
ENSMUST00000074557	NM_010382
ENSMUST00000035086	NM_001164678
ENSMUST00000035086	NM_011052
ENSMUST00000168875	NM_001281519
ENSMUST00000072286	NM_001281525
ENSMUST00000050325	NM_001033978
ENSMUST00000111861	NM_001164677
ENSMUST00000079447	NM_029376
ENSMUST00000127988	NM_029702
ENSMUST00000127988	NM_001165992
ENSMUST00000127988	NM_001165991
ENSMUST00000163582	NM_001166388
ENSMUST00000066587	NM_015729
ENSMUST00000072948	NM_001271898
ENSMUST00000053232	NM_008975
ENSMUST00000165541	NM_001166389
ENSMUST00000167582	NM_001166390
ENSMUST00000040162	NM_008109
ENSMUST00000170190	NM_001165995
ENSMUST00000056623	NM_178768
ENSMUST00000020413	NM_015785
ENSMUST00000020413	NM_001185153
ENSMUST00000079746	NM_013502
ENSMUST00000079746	NM_001198859
ENSMUST00000109678	NM_028669
ENSMUST00000201575	NM_001310535
ENSMUST00000202868	NM_001198861
ENSMUST00000202868	NM_001198860
ENSMUST00000087409	NM_028125
ENSMUST00000180222	NM_027656
ENSMUST00000069649	NM_183181
ENSMUST00000086145	NM_001145352
ENSMUST00000109617	NM_001145351
ENSMUST00000168444	NM_001128599
ENSMUST00000022331	NM_013887
ENSMUST00000114293	NM_001290407
ENSMUST00000028329	NM_001081085
ENSMUST00000107475	NM_009024
ENSMUST00000068133	NM_001177302
ENSMUST00000107473	NM_001176528
ENSMUST00000164748	NM_001177303
ENSMUST00000046418	NM_172726
ENSMUST00000036509	NM_133835
ENSMUST00000019512	NM_146013
ENSMUST00000062931	NM_178596
ENSMUST00000028314	NM_001141948
ENSMUST00000028314	NM_019401
ENSMUST00000109272	NM_172593
ENSMUST00000064230	NM_177815
ENSMUST00000102476	NM_009735
ENSMUST00000057283	NM_198884
ENSMUST00000145481	NM_001141949
ENSMUST00000028665	NM_026251
ENSMUST00000036089	NM_080510
ENSMUST00000059401	NM_001002897
ENSMUST00000052404	NM_145506
ENSMUST00000068031	NM_011623
ENSMUST00000191046	NM_001113416
ENSMUST00000044664	NM_133720
ENSMUST00000169168	NM_001162412
ENSMUST00000030834	NM_008713
ENSMUST00000226873	NM_019637
ENSMUST00000081921	NM_026789
ENSMUST00000001900	NM_028379
ENSMUST00000084203	NM_001033150
ENSMUST00000030751	NM_001347237
ENSMUST00000028661	NM_028914
ENSMUST00000110551	NM_146126
ENSMUST00000067567	NM_011942
ENSMUST00000105687	NM_001284270
ENSMUST00000017637	NM_010517
ENSMUST00000129404	NM_001142741
ENSMUST00000103208	NM_001284273
ENSMUST00000103208	NM_177672
ENSMUST00000131321	NM_001142736
ENSMUST00000126920	NM_001142739
ENSMUST00000147189	NM_001142738
ENSMUST00000105424	NM_001142735
ENSMUST00000092420	NM_001142740
ENSMUST00000105429	NM_001142737
ENSMUST00000053734	NM_177610
ENSMUST00000017751	NM_172564
ENSMUST00000103134	NM_001301713
ENSMUST00000103134	NM_007719
ENSMUST00000112866	NM_021704
ENSMUST00000193361	NM_023115
ENSMUST00000131724	NM_001142743
ENSMUST00000022172	NM_012048
ENSMUST00000151116	NM_001142742
ENSMUST00000112387	NM_001331161
ENSMUST00000177107	NM_001142746
ENSMUST00000010195	NM_008317
ENSMUST00000028656	NM_025777
ENSMUST00000191854	NM_001142760
ENSMUST00000177420	NM_001142747
ENSMUST00000112871	NM_013655
ENSMUST00000125006	NM_001142748
ENSMUST00000109619	NM_001130000
ENSMUST00000073043	NM_001012477
ENSMUST00000110537	NM_001305262
ENSMUST00000040059	NM_178020
ENSMUST00000094421	NM_177217
ENSMUST00000094421	NM_008383
ENSMUST00000039994	NM_001129999
ENSMUST00000093785	NM_019750
ENSMUST00000103133	NM_020618
ENSMUST00000037007	NM_025276
ENSMUST00000081966	NM_008757
ENSMUST00000004829	NM_018729
ENSMUST00000086195	NM_001204908
ENSMUST00000046191	NM_019425
ENSMUST00000021133	NM_146032
ENSMUST00000227920	NM_001289471
ENSMUST00000074043	NM_001357677
ENSMUST00000074043	NM_013692
ENSMUST00000025161	NM_001025313
ENSMUST00000025161	NM_009318
ENSMUST00000055872	NM_010254
ENSMUST00000053429	NM_020625
ENSMUST00000027810	NM_010209
ENSMUST00000178511	NM_001195189
ENSMUST00000032234	NM_053094
ENSMUST00000112541	NM_001170395
ENSMUST00000077088	NM_021385
ENSMUST00000187541	NM_009782
ENSMUST00000032892	NM_175645
ENSMUST00000052245	NM_028664
ENSMUST00000068487	NM_001167730
ENSMUST00000027778	NM_013729
ENSMUST00000040250	NM_133809
ENSMUST00000110733	NM_001159321
ENSMUST00000027780	NM_133225
ENSMUST00000010969	NM_133355
ENSMUST00000120825	NM_001347529
ENSMUST00000081896	NM_001305143
ENSMUST00000112537	NM_001177502
ENSMUST00000077517	NM_001081310
ENSMUST00000086040	NM_007976
ENSMUST00000162746	NM_011347
ENSMUST00000068878	NM_008534
ENSMUST00000004827	NM_001277968
ENSMUST00000103132	NM_172946
ENSMUST00000106766	NM_001243040
ENSMUST00000176467	NM_001243039
ENSMUST00000099461	NM_001099297
ENSMUST00000028118	NM_008859
ENSMUST00000001063	NM_010148
ENSMUST00000108713	NM_001252189
ENSMUST00000017255	NM_029393
ENSMUST00000110731	NM_025841
ENSMUST00000038004	NM_133730
ENSMUST00000179936	NM_001252188
ENSMUST00000149163	NM_001291197
ENSMUST00000149163	NM_025482
ENSMUST00000000844	NM_001291200
ENSMUST00000108800	NM_001291203
ENSMUST00000108800	NM_001291204
ENSMUST00000018798	NM_009578
ENSMUST00000018798	NM_001301866
ENSMUST00000018798	NM_001301865
ENSMUST00000069712	NM_001291202
ENSMUST00000069712	NM_001291201
ENSMUST00000076700	NM_001025597
ENSMUST00000076700	NM_001301868
ENSMUST00000076700	NM_001301863
ENSMUST00000045593	NM_144915
ENSMUST00000097788	NM_010840
ENSMUST00000006035	NM_001356414
ENSMUST00000006035	NM_025516
ENSMUST00000088650	NM_001356413
ENSMUST00000069604	NM_001161798
ENSMUST00000080537	NM_009007
ENSMUST00000100489	NM_001347530
ENSMUST00000114354	NM_001177975
ENSMUST00000105686	NM_027460
ENSMUST00000100482	NM_001033397
ENSMUST00000058550	NM_017367
ENSMUST00000065927	NM_009398
ENSMUST00000173324	NM_019467
ENSMUST00000098350	NM_001103162
ENSMUST00000098350	NM_001001144
ENSMUST00000006667	NM_001039160
ENSMUST00000183409	NM_029000
ENSMUST00000172538	NM_001271005
ENSMUST00000131374	NM_170669
ENSMUST00000068322	NM_001029937
ENSMUST00000172968	NM_001177467
ENSMUST00000082197	NM_199198
ENSMUST00000069057	NM_008659
ENSMUST00000102504	NM_001080774
ENSMUST00000108431	NM_001080775
ENSMUST00000224905	NM_001357105
ENSMUST00000041353	NM_028662
ENSMUST00000114352	NM_008363
ENSMUST00000072334	NM_001271585
ENSMUST00000072334	NM_016775
ENSMUST00000108797	NM_001271584
ENSMUST00000068286	NM_001177974
ENSMUST00000110531	NM_001013829
ENSMUST00000114360	NM_001177976
ENSMUST00000017732	NM_010666
ENSMUST00000071419	NM_001033365
ENSMUST00000070875	NM_144790
ENSMUST00000106992	NM_001285455
ENSMUST00000106992	NM_001285456
ENSMUST00000106992	NM_001285454
ENSMUST00000106992	NM_010838
ENSMUST00000006963	NM_027574
ENSMUST00000055131	NM_130879
ENSMUST00000105840	NM_001355588
ENSMUST00000105840	NM_001347227
ENSMUST00000033769	NM_001177973
ENSMUST00000161308	NM_008210
ENSMUST00000103131	NM_010660
ENSMUST00000105782	NM_023544
ENSMUST00000099897	NM_001177857
ENSMUST00000099895	NM_147019
ENSMUST00000102484	NM_001017966
ENSMUST00000213564	NM_001310551
ENSMUST00000188023	NM_147021
ENSMUST00000100347	NM_001038609
ENSMUST00000099893	NM_147018
ENSMUST00000099892	NM_207563
ENSMUST00000038562	NM_029035
ENSMUST00000102631	NM_146391
ENSMUST00000198322	NM_153489
ENSMUST00000099889	NM_207134
ENSMUST00000021512	NM_025522
ENSMUST00000057503	NM_001356548
ENSMUST00000057503	NM_029530
ENSMUST00000029553	NM_028475
ENSMUST00000105213	NM_147078
ENSMUST00000064639	NM_001165983
ENSMUST00000110525	NM_172980
ENSMUST00000196843	NM_001165984
ENSMUST00000110524	NM_001356532
ENSMUST00000090908	NM_001165988
ENSMUST00000090908	NM_001165987
ENSMUST00000057816	NM_026765
ENSMUST00000216165	NM_146408
ENSMUST00000099885	NM_001011735
ENSMUST00000195995	NM_001165985
ENSMUST00000118276	NM_018802
ENSMUST00000199834	NM_001165986
ENSMUST00000017741	NM_010661
ENSMUST00000105976	NM_001285857
ENSMUST00000097939	NM_001285858
ENSMUST00000122393	NM_001285861
ENSMUST00000031330	NM_029363
ENSMUST00000169329	NM_026050
ENSMUST00000067145	NM_133703
ENSMUST00000017743	NM_023256
ENSMUST00000114159	NM_001037098
ENSMUST00000028300	NM_026495
ENSMUST00000006969	NM_033373
ENSMUST00000077200	NM_172858
ENSMUST00000002603	NM_134089
ENSMUST00000063747	NM_001310543
ENSMUST00000109946	NM_001310542
ENSMUST00000064204	NM_033268
ENSMUST00000076948	NM_213730
ENSMUST00000002025	NM_028927
ENSMUST00000002529	NM_133701
ENSMUST00000183187	NM_001271574
ENSMUST00000112693	NM_175238
ENSMUST00000107443	NM_001317213
ENSMUST00000074253	NM_001039666
ENSMUST00000060173	NM_172676
ENSMUST00000070810	NM_001358958
ENSMUST00000070810	NM_001358957
ENSMUST00000070810	NM_016708
ENSMUST00000106977	NM_001081045
ENSMUST00000110521	NM_001085518
ENSMUST00000159064	NM_001287087
ENSMUST00000098040	NM_001347154
ENSMUST00000098040	NM_001199333
ENSMUST00000160640	NM_025762
ENSMUST00000028328	NM_009849
ENSMUST00000039303	NM_001358955
ENSMUST00000039303	NM_010934
ENSMUST00000108789	NM_001164597
ENSMUST00000108917	NM_001177790
ENSMUST00000038287	NM_001085390
ENSMUST00000051552	NM_001033227
ENSMUST00000029552	NM_027500
ENSMUST00000068798	NM_001287086
ENSMUST00000093019	NM_178618
ENSMUST00000004959	NM_027817
ENSMUST00000029551	NM_028567
ENSMUST00000054491	NM_009236
ENSMUST00000071442	NM_008721
ENSMUST00000118009	NM_001163564
ENSMUST00000023221	NM_010331
ENSMUST00000079724	NM_011826
ENSMUST00000197786	NM_001282032
ENSMUST00000198782	NM_001310681
ENSMUST00000102935	NM_178408
ENSMUST00000028349	NM_001162485
ENSMUST00000023501	NM_001081025
ENSMUST00000031331	NM_007635
ENSMUST00000000542	NM_001277255
ENSMUST00000000542	NM_009612
ENSMUST00000000542	NM_001277257
ENSMUST00000000542	NM_001277258
ENSMUST00000032283	NM_026028
ENSMUST00000105971	NM_009405
ENSMUST00000120028	NM_001277259
ENSMUST00000057817	NM_146453
ENSMUST00000216534	NM_146405
ENSMUST00000080606	NM_001134644
ENSMUST00000080606	NM_001135127
ENSMUST00000162964	NM_001164284
ENSMUST00000162964	NM_001164285
ENSMUST00000082287	NM_008649
ENSMUST00000112861	NM_001346649
ENSMUST00000056654	NM_175474
ENSMUST00000112860	NM_001346647
ENSMUST00000223041	NM_001346648
ENSMUST00000164472	NM_001346653
ENSMUST00000164472	NM_177684
ENSMUST00000076263	NM_146406
ENSMUST00000082091	NM_146452
ENSMUST00000005108	NM_145997
ENSMUST00000021514	NM_008910
ENSMUST00000097336	NM_010734
ENSMUST00000049053	NM_178764
ENSMUST00000017920	NM_133656
ENSMUST00000026677	NM_008673
ENSMUST00000121717	NM_175667
ENSMUST00000108426	NM_001277221
ENSMUST00000053499	NM_001347063
ENSMUST00000053499	NM_176980
ENSMUST00000093470	NM_001168577
ENSMUST00000108425	NM_001277219
ENSMUST00000163856	NM_010874
ENSMUST00000099882	NM_146407
ENSMUST00000213185	NM_146409
ENSMUST00000070514	NM_008674
ENSMUST00000215600	NM_207674
ENSMUST00000039769	NM_016667
ENSMUST00000216851	NM_207135
ENSMUST00000174021	NM_001199023
ENSMUST00000166977	NM_001199024
ENSMUST00000108916	NM_001177789
ENSMUST00000103042	NM_009326
ENSMUST00000103066	NM_028806
ENSMUST00000108915	NM_001177791
ENSMUST00000047816	NM_016915
ENSMUST00000103065	NM_001007154
ENSMUST00000172403	NM_001199025
ENSMUST00000025930	NM_007790
ENSMUST00000067664	NM_009536
ENSMUST00000038446	NM_023402
ENSMUST00000004955	NM_001164243
ENSMUST00000004955	NM_144806
ENSMUST00000023494	NM_001081984
ENSMUST00000105851	NM_025411
ENSMUST00000114739	NM_022318
ENSMUST00000168115	NM_001164242
ENSMUST00000168115	NM_001164244
ENSMUST00000050273	NM_001017429
ENSMUST00000081747	NM_029554
ENSMUST00000111752	NM_001312908
ENSMUST00000086317	NM_007804
ENSMUST00000099879	NM_146590
ENSMUST00000081134	NM_177191
ENSMUST00000116456	NM_011182
ENSMUST00000058678	NM_001085501
ENSMUST00000065766	NM_001081020
ENSMUST00000094251	NM_001081289
ENSMUST00000000544	NM_007395
ENSMUST00000099878	NM_146592
ENSMUST00000099877	NM_146846
ENSMUST00000214317	NM_001011771
ENSMUST00000099875	NM_146847
ENSMUST00000000543	NM_019518
ENSMUST00000110727	NM_001163548
ENSMUST00000055273	NM_146366
